backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97153
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04673
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.36965
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97658
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04690
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37129
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97145
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04771
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37263
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97598
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.54610
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,4.14552
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,33.28305
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13374
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06927
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.71607
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13259
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06845
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.70950
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13248
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06980
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.69624
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13233
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06678
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.73583
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.31854
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,2.49359
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,20.28981
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05405
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42882
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40585
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05404
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42500
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.52643
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05407
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42679
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40692
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05453
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42835
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40854
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.56621
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,12.01893
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,98.53812
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.18952
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.45444
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,73.13961
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.16740
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.61240
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,71.99632
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18500
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52385
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,14.63805
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18508
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52444
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,15.54973
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18468
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52321
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,15.66123
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18503
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52265
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,15.27152
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18502
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52602
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,14.54196
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18481
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52182
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,14.41293
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18457
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.51752
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,15.32677
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18470
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.52064
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,14.45942
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18479
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.51851
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,15.64654
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.18554
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.51801
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,14.84002
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.23732
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.86935
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.71776
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.22922
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.86099
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.69113
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.23389
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.88575
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.64397
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.23412
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.89390
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.82427
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.23414
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.91816
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.68697
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.24072
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.84218
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.73862
myGEMM.cl, 3, 8,-cl-std=CL1.2,512,0.08762
myGEMM.cl, 3, 8,-cl-std=CL1.2,1024,0.70834
myGEMM.cl, 3, 8,-cl-std=CL1.2,2048,5.85407
myGEMM.cl, 3, 8,-cl-std=CL1.2,512,0.08742
myGEMM.cl, 3, 8,-cl-std=CL1.2,1024,0.69801
myGEMM.cl, 3, 8,-cl-std=CL1.2,2048,5.83802
myGEMM.cl, 3, 8,-cl-std=CL1.2,512,0.08909
myGEMM.cl, 3, 8,-cl-std=CL1.2,1024,0.69896
myGEMM.cl, 3, 8,-cl-std=CL1.2,2048,5.86638
myGEMM.cl, 3, 8,-cl-std=CL1.2,512,0.08724
myGEMM.cl, 3, 8,-cl-std=CL1.2,1024,0.70237
myGEMM.cl, 3, 8,-cl-std=CL1.2,2048,5.94652
myGEMM.cl, 3, 8,-cl-std=CL1.2,512,0.08853
myGEMM.cl, 3, 8,-cl-std=CL1.2,1024,0.70137
myGEMM.cl, 3, 8,-cl-std=CL1.2,2048,5.80498
myGEMM.cl, 3,16,-cl-std=CL1.2,512,0.05296
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.43251
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,3.37354
myGEMM.cl, 3,16,-cl-std=CL1.2,512,0.05329
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.43369
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,3.45986
myGEMM.cl, 3,16,-cl-std=CL1.2,512,0.05412
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.44148
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,3.43653
myGEMM.cl, 3,16,-cl-std=CL1.2,512,0.05773
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.43342
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,3.45639
myGEMM.cl, 3,16,-cl-std=CL1.2,512,0.05232
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.45718
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,3.38990
myGEMM.cl, 4, 8,-cl-std=CL1.2,512,0.05892
myGEMM.cl, 4, 8,-cl-std=CL1.2,1024,0.48311
myGEMM.cl, 4, 8,-cl-std=CL1.2,2048,3.71287
myGEMM.cl, 4, 8,-cl-std=CL1.2,512,0.05902
myGEMM.cl, 4, 8,-cl-std=CL1.2,1024,0.50409
myGEMM.cl, 4, 8,-cl-std=CL1.2,2048,3.76933
myGEMM.cl, 4, 8,-cl-std=CL1.2,512,0.05878
myGEMM.cl, 4, 8,-cl-std=CL1.2,1024,0.48542
myGEMM.cl, 4, 8,-cl-std=CL1.2,2048,3.65813
myGEMM.cl, 4, 8,-cl-std=CL1.2,512,0.05955
myGEMM.cl, 4, 8,-cl-std=CL1.2,1024,0.48662
myGEMM.cl, 4, 8,-cl-std=CL1.2,2048,3.74386
myGEMM.cl, 4, 8,-cl-std=CL1.2,512,0.05922
myGEMM.cl, 4, 8,-cl-std=CL1.2,1024,0.49533
myGEMM.cl, 4, 8,-cl-std=CL1.2,2048,3.73111
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04719
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37223
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.96281
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04689
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37282
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97212
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04741
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37243
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.96005
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04719
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37009
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.97867
myGEMM.cl, 4,16,-cl-std=CL1.2,512,0.04772
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.37110
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,2.96891
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13237
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06865
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.73011
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13288
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06434
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.70710
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13382
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.07173
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.72242
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13249
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.07041
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.71704
myGEMM.cl, 5, 8,-cl-std=CL1.2,512,0.13236
myGEMM.cl, 5, 8,-cl-std=CL1.2,1024,1.06806
myGEMM.cl, 5, 8,-cl-std=CL1.2,2048,8.73089
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05414
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42524
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40993
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05399
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42522
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40467
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05413
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42584
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.41442
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05408
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42592
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.40685
myGEMM.cl, 5,16,-cl-std=CL1.2,512,0.05421
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.42521
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,3.46355
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.12335
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.21721
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,76.73075
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.12795
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.07467
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,75.33944
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.12540
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.13545
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,76.87535
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.13458
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.08051
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,75.71758
myGEMM.cl, 6, 8,-cl-std=CL1.2,512,1.12632
myGEMM.cl, 6, 8,-cl-std=CL1.2,1024,9.10764
myGEMM.cl, 6, 8,-cl-std=CL1.2,2048,76.26855
myGEMM.cl, 6,16,-cl-std=CL1.2,512,1.12954
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,9.05846
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,75.36019
myGEMM.cl, 6,16,-cl-std=CL1.2,512,1.12547
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,9.15606
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,76.45620
myGEMM.cl, 6,16,-cl-std=CL1.2,512,1.13017
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,9.07105
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,75.40203
myGEMM.cl, 6,16,-cl-std=CL1.2,512,1.12769
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,9.16649
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,76.24505
myGEMM.cl, 6,16,-cl-std=CL1.2,512,1.12696
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,9.06976
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,75.32909
myGEMM.cl, 7, 8,-cl-std=CL1.2,512,1.51149
myGEMM.cl, 7, 8,-cl-std=CL1.2,1024,12.52657
myGEMM.cl, 7, 8,-cl-std=CL1.2,2048,100.18134
myGEMM.cl, 7, 8,-cl-std=CL1.2,512,1.25451
myGEMM.cl, 7, 8,-cl-std=CL1.2,1024,9.96548
myGEMM.cl, 7, 8,-cl-std=CL1.2,2048,85.73842
myGEMM.cl, 7, 8,-cl-std=CL1.2,512,1.36258
myGEMM.cl, 7, 8,-cl-std=CL1.2,1024,11.68426
myGEMM.cl, 7, 8,-cl-std=CL1.2,2048,78.82872
myGEMM.cl, 7, 8,-cl-std=CL1.2,512,1.26115
myGEMM.cl, 7, 8,-cl-std=CL1.2,1024,10.42847
myGEMM.cl, 7, 8,-cl-std=CL1.2,2048,83.61255
myGEMM.cl, 7, 8,-cl-std=CL1.2,512,1.47674
myGEMM.cl, 7, 8,-cl-std=CL1.2,1024,11.04192
myGEMM.cl, 7, 8,-cl-std=CL1.2,2048,80.11705
myGEMM.cl, 7,16,-cl-std=CL1.2,512,1.33378
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,10.32293
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,82.95864
myGEMM.cl, 7,16,-cl-std=CL1.2,512,1.29481
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,10.11376
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,80.89594
myGEMM.cl, 7,16,-cl-std=CL1.2,512,1.27264
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,10.48522
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,81.44793
myGEMM.cl, 7,16,-cl-std=CL1.2,512,1.26565
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,10.09780
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,82.98525
myGEMM.cl, 7,16,-cl-std=CL1.2,512,1.29625
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,10.04781
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,79.40017
myGEMM.cl, 8, 8,-cl-std=CL1.2,512,1.51980
myGEMM.cl, 8, 8,-cl-std=CL1.2,1024,11.89911
myGEMM.cl, 8, 8,-cl-std=CL1.2,2048,96.65816
myGEMM.cl, 8, 8,-cl-std=CL1.2,512,1.26338
myGEMM.cl, 8, 8,-cl-std=CL1.2,1024,10.05579
myGEMM.cl, 8, 8,-cl-std=CL1.2,2048,82.10353
myGEMM.cl, 8, 8,-cl-std=CL1.2,512,1.29573
myGEMM.cl, 8, 8,-cl-std=CL1.2,1024,10.00975
myGEMM.cl, 8, 8,-cl-std=CL1.2,2048,80.05738
myGEMM.cl, 8, 8,-cl-std=CL1.2,512,1.28607
myGEMM.cl, 8, 8,-cl-std=CL1.2,1024,10.56070
myGEMM.cl, 8, 8,-cl-std=CL1.2,2048,81.12744
myGEMM.cl, 8, 8,-cl-std=CL1.2,512,1.26019
myGEMM.cl, 8, 8,-cl-std=CL1.2,1024,10.02814
myGEMM.cl, 8, 8,-cl-std=CL1.2,2048,80.18303
myGEMM.cl, 8,16,-cl-std=CL1.2,512,1.37672
myGEMM.cl, 8,16,-cl-std=CL1.2,1024,9.99822
myGEMM.cl, 8,16,-cl-std=CL1.2,2048,82.48369
myGEMM.cl, 8,16,-cl-std=CL1.2,512,1.25450
myGEMM.cl, 8,16,-cl-std=CL1.2,1024,10.30865
myGEMM.cl, 8,16,-cl-std=CL1.2,2048,81.36128
myGEMM.cl, 8,16,-cl-std=CL1.2,512,1.24734
myGEMM.cl, 8,16,-cl-std=CL1.2,1024,9.93722
myGEMM.cl, 8,16,-cl-std=CL1.2,2048,77.92338
myGEMM.cl, 8,16,-cl-std=CL1.2,512,1.30623
myGEMM.cl, 8,16,-cl-std=CL1.2,1024,9.96389
myGEMM.cl, 8,16,-cl-std=CL1.2,2048,81.52346
myGEMM.cl, 8,16,-cl-std=CL1.2,512,1.30749
myGEMM.cl, 8,16,-cl-std=CL1.2,1024,9.88799
myGEMM.cl, 8,16,-cl-std=CL1.2,2048,80.32569
myGEMM.cl, 9, 8,-cl-std=CL1.2,512,1.83240
myGEMM.cl, 9, 8,-cl-std=CL1.2,1024,13.97855
myGEMM.cl, 9, 8,-cl-std=CL1.2,2048,118.74731
myGEMM.cl, 9, 8,-cl-std=CL1.2,512,1.25021
myGEMM.cl, 9, 8,-cl-std=CL1.2,1024,10.51893
myGEMM.cl, 9, 8,-cl-std=CL1.2,2048,82.23660
myGEMM.cl, 9, 8,-cl-std=CL1.2,512,1.42966
myGEMM.cl, 9, 8,-cl-std=CL1.2,1024,10.39379
myGEMM.cl, 9, 8,-cl-std=CL1.2,2048,84.60887
myGEMM.cl, 9, 8,-cl-std=CL1.2,512,1.21987
myGEMM.cl, 9, 8,-cl-std=CL1.2,1024,10.53647
myGEMM.cl, 9, 8,-cl-std=CL1.2,2048,81.55892
myGEMM.cl, 9, 8,-cl-std=CL1.2,512,1.23899
myGEMM.cl, 9, 8,-cl-std=CL1.2,1024,10.56608
myGEMM.cl, 9, 8,-cl-std=CL1.2,2048,84.54685
myGEMM.cl, 9,16,-cl-std=CL1.2,512,1.22670
myGEMM.cl, 9,16,-cl-std=CL1.2,1024,10.24354
myGEMM.cl, 9,16,-cl-std=CL1.2,2048,78.47545
myGEMM.cl, 9,16,-cl-std=CL1.2,512,1.27539
myGEMM.cl, 9,16,-cl-std=CL1.2,1024,11.85538
myGEMM.cl, 9,16,-cl-std=CL1.2,2048,84.76249
myGEMM.cl, 9,16,-cl-std=CL1.2,512,1.20755
myGEMM.cl, 9,16,-cl-std=CL1.2,1024,10.25214
myGEMM.cl, 9,16,-cl-std=CL1.2,2048,88.63545
myGEMM.cl, 9,16,-cl-std=CL1.2,512,1.28911
myGEMM.cl, 9,16,-cl-std=CL1.2,1024,10.32973
myGEMM.cl, 9,16,-cl-std=CL1.2,2048,85.87897
myGEMM.cl, 9,16,-cl-std=CL1.2,512,1.23315
myGEMM.cl, 9,16,-cl-std=CL1.2,1024,10.17279
myGEMM.cl, 9,16,-cl-std=CL1.2,2048,82.98618
myGEMM.cl,10, 8,-cl-std=CL1.2,512,1.42458
myGEMM.cl,10, 8,-cl-std=CL1.2,1024,11.64947
myGEMM.cl,10, 8,-cl-std=CL1.2,2048,89.41182
myGEMM.cl,10, 8,-cl-std=CL1.2,512,1.32953
myGEMM.cl,10, 8,-cl-std=CL1.2,1024,10.65883
myGEMM.cl,10, 8,-cl-std=CL1.2,2048,85.60497
myGEMM.cl,10, 8,-cl-std=CL1.2,512,1.33358
myGEMM.cl,10, 8,-cl-std=CL1.2,1024,10.25776
myGEMM.cl,10, 8,-cl-std=CL1.2,2048,81.62584
myGEMM.cl,10, 8,-cl-std=CL1.2,512,1.35043
myGEMM.cl,10, 8,-cl-std=CL1.2,1024,10.42980
myGEMM.cl,10, 8,-cl-std=CL1.2,2048,83.68655
myGEMM.cl,10, 8,-cl-std=CL1.2,512,1.33108
myGEMM.cl,10, 8,-cl-std=CL1.2,1024,10.62113
myGEMM.cl,10, 8,-cl-std=CL1.2,2048,84.38641
myGEMM.cl,10,16,-cl-std=CL1.2,512,1.29466
myGEMM.cl,10,16,-cl-std=CL1.2,1024,10.42145
myGEMM.cl,10,16,-cl-std=CL1.2,2048,83.65402
myGEMM.cl,10,16,-cl-std=CL1.2,512,1.34115
myGEMM.cl,10,16,-cl-std=CL1.2,1024,10.85023
myGEMM.cl,10,16,-cl-std=CL1.2,2048,84.71055
myGEMM.cl,10,16,-cl-std=CL1.2,512,1.28773
myGEMM.cl,10,16,-cl-std=CL1.2,1024,10.80453
myGEMM.cl,10,16,-cl-std=CL1.2,2048,83.36809
myGEMM.cl,10,16,-cl-std=CL1.2,512,1.30810
myGEMM.cl,10,16,-cl-std=CL1.2,1024,10.45325
myGEMM.cl,10,16,-cl-std=CL1.2,2048,85.85422
myGEMM.cl,10,16,-cl-std=CL1.2,512,1.30518
myGEMM.cl,10,16,-cl-std=CL1.2,1024,10.68679
myGEMM.cl,10,16,-cl-std=CL1.2,2048,85.46050
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40399
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.31011
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.54625
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40604
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.37305
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.47664
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.39068
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.18565
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,26.46677
myGEMM.cl, 1,16,-cl-std=CL1.2,512,0.40946
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,3.32064
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,27.07295
myGEMM.cl, 2, 4,-cl-std=CL1.2,512,0.20188
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,1.85608
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,16.57481
myGEMM.cl, 2, 8,-cl-std=CL1.2,512,0.23168
myGEMM.cl, 2, 8,-cl-std=CL1.2,1024,1.82607
myGEMM.cl, 2, 8,-cl-std=CL1.2,2048,14.67434
myGEMM.cl, 2,16,-cl-std=CL1.2,512,0.13690
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,1.12032
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,8.82863

myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40638
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.35220
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.64233
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40207
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.33078
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.90434
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40260
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.34099
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.61243
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40287
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.35295
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.49307
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40419
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.34509
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.40331
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40374
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.35345
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.42403
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40455
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.34924
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.94317
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40581
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.35022
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.50077
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40173
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.34866
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.45829
myGEMM.cl, 1, 4,-cl-std=CL1.2,512,0.40917
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,3.34314
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,27.72415
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.41389
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.36734
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.44748
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.42147
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.34432
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.19537
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.40772
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.33480
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.14525
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.42957
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.39298
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.28948
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.42102
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.34731
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.32380
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.41497
myGEMM.cl, 1, 8,-cl-std=CL1.2,1024,3.41763
myGEMM.cl, 1, 8,-cl-std=CL1.2,2048,27.41102
myGEMM.cl, 1, 8,-cl-std=CL1.2,512,0.42233
